,变电站名称,区域,子区域,x,y,容量（kVA）,相数
433,IDT433,GSO,industrial,597561.29,3994031.15,150.0,3
434,IDT434,GSO,industrial,596777.05,3994103.98,150.0,3
435,IDT435,GSO,industrial,597392.52,3994160.85,75.0,3
436,IDT436,GSO,industrial,597483.28,3994161.42,75.0,3
437,IDT437,GSO,industrial,597583.11,3994285.12,75.0,3
438,IDT438,GSO,industrial,597517.89,3994407.95,75.0,3
439,IDT439,GSO,industrial,597455.3,3994327.02,75.0,3
440,IDT440,GSO,industrial,597659.09,3994131.43,75.0,3
441,IDT441,GSO,industrial,597433.57,3994152.08,75.0,3
442,IDT442,GSO,industrial,597412.14,3996746.585,10.0,1
443,IDT443,GSO,industrial,594705.25,3989332.63,75.0,1
444,IDT444,GSO,industrial,594730.36,3989394.9,50.0,1
445,IDT445,GSO,industrial,594778.78,3989487.84,50.0,1
446,IDT446,GSO,industrial,594702.86,3989538.07,50.0,1
447,IDT447,GSO,industrial,594693.74,3989536.79,50.0,1
448,IDT448,GSO,industrial,594739.34,3989543.18,50.0,1
449,IDT449,GSO,industrial,594775.83,3989548.3,50.0,1
450,IDT450,GSO,industrial,594807.41,3989023.67,50.0,1
451,IDT451,GSO,industrial,595326.2,3989020.04,75.0,1
452,IDT452,GSO,industrial,595380.97,3989023.06,50.0,1
453,IDT453,GSO,industrial,595407.25,3989096.1,50.0,1
454,IDT454,GSO,industrial,595361.78,3989109.38,75.0,1
455,IDT455,GSO,industrial,595338.61,3989138.72,50.0,1
456,IDT456,GSO,industrial,595337.05,3989192.09,50.0,1
457,IDT457,GSO,industrial,595354.91,3989242.48,75.0,1
458,IDT458,GSO,industrial,595367.2,3989278.1,50.0,1
459,IDT459,GSO,industrial,596798.1,3992799.84,25.0,1
460,IDT460,GSO,industrial,596830.64,3992770.5850000004,50.0,1
461,IDT461,GSO,industrial,596822.545,3992662.205,50.0,1
462,IDT462,GSO,industrial,596934.2633333333,3992409.9399999995,75.0,1
463,IDT463,GSO,industrial,596975.65,3992994.22,50.0,1
464,IDT464,GSO,industrial,596933.63,3992879.29,50.0,1
465,IDT465,GSO,industrial,596860.24,3992720.71,25.0,1
466,IDT466,GSO,industrial,596742.495,3992680.66,75.0,1
467,IDT467,GSO,industrial,596870.08,3992901.22,75.0,3
468,IDT468,GSO,industrial,597075.0,3992245.35,50.0,1
469,IDT469,GSO,industrial,597066.66,3992527.91,75.0,3
470,IDT470,GSO,industrial,597253.98,3992643.68,50.0,1
471,IDT471,GSO,industrial,597038.045,3992913.4,150.0,3
472,IDT472,GSO,industrial,597310.28,3992768.51,50.0,1
473,IDT473,GSO,industrial,597322.34,3992795.26,75.0,1
474,IDT474,GSO,industrial,597087.63,3992908.92,100.0,3
475,IDT475,GSO,industrial,597250.17,3992991.28,75.0,1
476,IDT476,GSO,industrial,597342.45,3992839.85,25.0,1
477,IDT477,GSO,industrial,597148.85,3992828.79,25.0,1
478,IDT478,GSO,industrial,597079.17,3992866.82,75.0,3
479,IDT479,GSO,industrial,597330.39,3992813.1,25.0,1
480,IDT480,GSO,industrial,597298.21,3992741.76,50.0,1
481,IDT481,GSO,industrial,597319.68,3992470.24,75.0,3
482,IDT482,GSO,industrial,597584.37,3992741.83,50.0,1
483,IDT483,GSO,industrial,597417.33,3992745.95,50.0,1
484,IDT484,GSO,industrial,597285.12,3992485.52,150.0,3
485,IDT485,GSO,industrial,597237.89,3992608.01,300.0,3
486,IDT486,GSO,industrial,597259.2,3992496.61,25.0,1
487,IDT487,GSO,industrial,597259.2,3992496.61,75.0,3
488,IDT488,GSO,industrial,596975.65,3992994.22,50.0,1
489,IDT489,GSO,industrial,596696.93,3993039.37,25.0,1
490,IDT490,GSO,industrial,597214.49,3993007.2,50.0,1
491,IDT491,GSO,industrial,596975.65,3992994.22,50.0,1
492,IDT492,GSO,industrial,596810.9099999999,3993001.1000000006,50.0,1
493,IDT493,GSO,industrial,596756.83,3992919.71,50.0,1
494,IDT494,GSO,industrial,596875.18,3993314.08,300.0,3
495,IDT495,GSO,industrial,596860.04,3993278.97,150.0,3
496,IDT496,GSO,industrial,596993.22,3993040.67,50.0,1
497,IDT497,GSO,industrial,596845.77,3993246.61,25.0,1
498,IDT498,GSO,industrial,596894.06,3993357.06,150.0,3
499,IDT499,GSO,industrial,596867.61,3993296.53,150.0,3
500,IDT500,GSO,industrial,596852.76,3993262.33,150.0,3
501,IDT501,GSO,industrial,596889.41,3993151.27,25.0,1
502,IDT502,GSO,industrial,597143.14,3993039.02,25.0,1
503,IDT503,GSO,industrial,597284.31,3992976.13,75.0,3
504,IDT504,GSO,industrial,596842.28,3993238.75,75.0,3
505,IDT505,GSO,industrial,597107.46,3993054.93,50.0,1
506,IDT506,GSO,industrial,597046.82,3993081.74,50.0,1
507,IDT507,GSO,industrial,597568.6,3993886.36,300.0,3
508,IDT508,GSO,industrial,596799.6,3994761.95,300.0,3
509,IDT509,GSO,industrial,596500.83,3994493.0000000005,25.0,1
510,IDT510,GSO,industrial,595871.91,3994795.65,50.0,1
511,IDT511,GSO,industrial,596317.22,3995098.3,300.0,3
512,IDT512,GSO,industrial,596379.27,3995384.94,10.0,1
513,IDT513,GSO,industrial,593817.1,3994872.14,25.0,1
514,IDT514,GSO,industrial,595296.35,3992725.09,50.0,1
515,IDT515,GSO,industrial,595416.66,3992546.82,100.0,3
516,IDT516,GSO,industrial,595381.67,3992698.53,75.0,3
517,IDT517,GSO,industrial,595478.17,3992517.09,100.0,3
518,IDT518,GSO,industrial,595467.01,3992669.23,75.0,3
519,IDT519,GSO,industrial,595331.72,3992568.7,50.0,1
520,IDT520,GSO,industrial,595522.52,3992652.35,75.0,3
521,IDT521,GSO,industrial,595691.6100000001,3992483.883333333,50.0,1
522,IDT522,GSO,industrial,595596.53,3992629.85,150.0,3
523,IDT523,GSO,industrial,595194.06,3992698.71,25.0,1
524,IDT524,GSO,industrial,595671.78,3992606.46,75.0,3
525,IDT525,GSO,industrial,595255.305,3992588.11,50.0,1
526,IDT526,GSO,industrial,595384.486,3992452.69,50.0,1
527,IDT527,GSO,industrial,595531.75,3992236.87,150.0,3
528,IDT528,GSO,industrial,595406.04,3992263.82,100.0,3
529,IDT529,GSO,industrial,595381.3,3992165.87,75.0,3
530,IDT530,GSO,industrial,595417.9885714286,3992432.9214285715,75.0,1
531,IDT531,GSO,industrial,595344.84,3992294.17,100.0,3
532,IDT532,GSO,industrial,595599.59,3992447.34,50.0,1
533,IDT533,GSO,industrial,595538.84,3992486.25,100.0,3
534,IDT534,GSO,industrial,595323.05,3992195.76,100.0,3
535,IDT535,GSO,industrial,595090.57,3992488.9,50.0,1
536,IDT536,GSO,industrial,595259.24,3992227.29,100.0,3
537,IDT537,GSO,industrial,595230.95,3992351.45,50.0,1
538,IDT538,GSO,industrial,595280.19,3992326.05,150.0,3
539,IDT539,GSO,industrial,595160.01,3992395.79,75.0,3
540,IDT540,GSO,industrial,595068.27,3992436.68,50.0,1
541,IDT541,GSO,industrial,595045.1,3992382.84,75.0,3
542,IDT542,GSO,industrial,595187.72,3992262.81,150.0,3
543,IDT543,GSO,industrial,595106.44,3992286.06,75.0,3
544,IDT544,GSO,industrial,595122.69,3992550.54,75.0,3
545,IDT545,GSO,industrial,595045.1,3992382.84,50.0,1
546,IDT546,GSO,industrial,595183.91,3992443.76,50.0,1
547,IDT547,GSO,industrial,595019.5,3992339.24,25.0,1
548,IDT548,GSO,industrial,595120.69,3992199.2849999997,25.0,1
549,IDT549,GSO,industrial,592657.37,3987212.12,50.0,1
550,IDT550,GSO,industrial,592700.31,3987436.62,75.0,3
551,IDT551,GSO,industrial,591380.01,3995382.82,50.0,1
552,IDT552,GSO,industrial,594781.72,3995465.0,150.0,3
553,IDT553,GSO,industrial,593692.16,3997787.04,1000.0,3
554,IDT554,GSO,industrial,596280.42,3996809.09,75.0,3
555,IDT555,GSO,industrial,592413.18,3995347.18,500.0,3
556,IDT556,GSO,industrial,594374.22,3997265.24,100.0,3
557,IDT557,GSO,industrial,592735.68,3996567.55,25.0,1
558,IDT558,GSO,industrial,596502.23,3994859.29,25.0,1
559,IDT559,GSO,industrial,597581.68,3995027.34,25.0,1
560,IDT560,GSO,industrial,594732.82,3995651.74,50.0,1
561,IDT561,GSO,industrial,591755.41,3995739.63,25.0,1
562,IDT562,GSO,industrial,594314.18,3995061.05,100.0,3
563,IDT563,GSO,industrial,594283.6,3996999.4,25.0,1
564,IDT564,GSO,industrial,593669.27,3995060.41,75.0,3
565,IDT565,GSO,industrial,592918.17,3997496.41,25.0,1
566,IDT566,GSO,industrial,593330.32,3994983.72,300.0,3
567,IDT567,GSO,industrial,592908.57,3997366.44,25.0,1
568,IDT568,GSO,industrial,596026.84,3994810.04,25.0,1
569,IDT569,GSO,industrial,597240.04,3997128.01,25.0,1
570,IDT570,GSO,industrial,592095.56,3995028.04,75.0,3
571,IDT571,GSO,industrial,594196.59,3997208.28,150.0,3
572,IDT572,GSO,industrial,597574.61,3995790.87,50.0,1
573,IDT573,GSO,industrial,591964.34,3994921.52,500.0,3
574,IDT574,GSO,industrial,590370.1,3995156.71,25.0,1
575,IDT575,GSO,industrial,590987.61,3995653.5,50.0,1
576,IDT576,GSO,industrial,593818.74,3994881.77,150.0,3
577,IDT577,GSO,industrial,592276.69,3997265.57,150.0,3
578,IDT578,GSO,industrial,594986.08,3995670.28,25.0,1
579,IDT579,GSO,industrial,593886.0,3997537.55,75.0,3
580,IDT580,GSO,industrial,591186.65,3994866.03,25.0,1
581,IDT581,GSO,industrial,593628.37,3994827.72,25.0,1
582,IDT582,GSO,industrial,592910.88,3997131.24,25.0,1
583,IDT583,GSO,industrial,592790.79,3988539.69,1000.0,3
584,IDT584,GSO,industrial,592873.88,3988085.66,300.0,3
585,IDT585,GSO,industrial,594318.49,3997248.78,300.0,3
586,IDT586,GSO,industrial,592184.26,3996603.14,25.0,1
587,IDT587,GSO,industrial,597122.47,3995160.17,25.0,1
588,IDT588,GSO,industrial,590321.35,3994902.39,50.0,1
589,IDT589,GSO,industrial,597556.07,3995071.35,25.0,1
590,IDT590,GSO,industrial,591837.6,3994780.21,500.0,3
591,IDT591,GSO,industrial,594409.31,3997016.04,25.0,1
592,IDT592,GSO,industrial,593294.5,3995593.9,300.0,3
593,IDT593,GSO,industrial,595120.32,3995446.09,500.0,3
594,IDT594,GSO,industrial,593009.8,3997634.66,25.0,1
595,IDT595,GSO,industrial,591516.47,3995172.87,150.0,3
596,IDT596,GSO,industrial,593689.7,3995199.45,25.0,1
597,IDT597,GSO,industrial,595118.59,3995342.5,25.0,1
598,IDT598,GSO,industrial,592096.29,3995143.33,150.0,3
599,IDT599,GSO,industrial,594364.95,3997262.57,300.0,3
600,IDT600,GSO,industrial,590830.91,3995373.08,25.0,1
601,IDT601,GSO,industrial,596348.83,3995300.67,75.0,3
602,IDT602,GSO,industrial,591596.19,3995709.75,1000.0,3
603,IDT603,GSO,industrial,592642.0466666666,3997362.116666666,25.0,1
604,IDT604,GSO,industrial,594378.36,3996864.62,25.0,1
605,IDT605,GSO,industrial,591580.66,3994874.79,1000.0,3
606,IDT606,GSO,industrial,591674.43,3996492.6,25.0,1
607,IDT607,GSO,industrial,592174.75,3995564.77,150.0,3
608,IDT608,GSO,industrial,593868.7,3997572.97,25.0,1
609,IDT609,GSO,industrial,591102.7,3994868.08,25.0,1
610,IDT610,GSO,industrial,593356.55,3994823.1,100.0,3
611,IDT611,GSO,industrial,595390.83,3996226.13,25.0,1
612,IDT612,GSO,industrial,591542.99,3995842.5,300.0,3
613,IDT613,GSO,industrial,596604.24,3996787.96,150.0,3
614,IDT614,GSO,industrial,591395.32,3995250.42,100.0,3
615,IDT615,GSO,industrial,593264.62,3995802.09,300.0,3
616,IDT616,GSO,industrial,595192.18,3995529.23,300.0,3
617,IDT617,GSO,industrial,593501.86,3997571.21,1000.0,3
618,IDT618,GSO,industrial,596699.58,3997423.73,25.0,1
619,IDT619,GSO,industrial,592094.33,3995240.25,300.0,3
620,IDT620,GSO,industrial,591056.71,3995891.73,25.0,1
621,IDT621,GSO,industrial,596313.365,3995364.565,25.0,1
622,IDT622,GSO,industrial,593321.29,3994946.2,150.0,3
623,IDT623,GSO,industrial,594198.27,3996833.5,150.0,3
624,IDT624,GSO,industrial,591266.38,3994868.26,500.0,3
625,IDT625,GSO,industrial,594100.58,3997097.55,50.0,1
626,IDT626,GSO,industrial,596885.43,3995318.89,300.0,3
627,IDT627,GSO,industrial,595645.08,3996235.18,25.0,1
628,IDT628,GSO,industrial,591218.18,3995554.88,25.0,1
629,IDT629,GSO,industrial,595490.36,3995686.08,300.0,3
630,IDT630,GSO,industrial,592276.69,3997265.57,25.0,1
631,IDT631,GSO,industrial,593891.51,3997066.37,50.0,1
632,IDT632,GSO,industrial,593884.93,3997092.33,50.0,1
633,IDT633,GSO,industrial,593783.09,3997010.19,25.0,1
634,IDT634,GSO,industrial,593798.05,3996999.72,75.0,1
635,IDT635,GSO,industrial,593810.4,3997025.21,50.0,1
636,IDT636,GSO,industrial,593815.96,3997087.27,75.0,1
637,IDT637,GSO,industrial,593832.8,3997033.89,50.0,1
638,IDT638,GSO,industrial,593815.45,3997103.98,25.0,1
639,IDT639,GSO,industrial,594003.31,3997166.03,50.0,1
640,IDT640,GSO,industrial,594020.52,3997121.31,50.0,1
641,IDT641,GSO,industrial,593846.92,3997171.26,50.0,1
642,IDT642,GSO,industrial,593817.59,3997237.95,50.0,1
643,IDT643,GSO,industrial,593800.3,3997276.86,75.0,1
644,IDT644,GSO,industrial,592500.98,3995137.19,500.0,3
645,IDT645,GSO,industrial,593586.21,3998076.97,25.0,1
646,IDT646,GSO,industrial,592072.24,3994827.03,150.0,3
647,IDT647,GSO,industrial,590410.4,3994776.64,25.0,1
648,IDT648,GSO,industrial,597596.68,3994982.8,25.0,1
649,IDT649,GSO,industrial,593974.74,3995053.78,300.0,3
650,IDT650,GSO,industrial,591151.45,3995195.51,1000.0,3
651,IDT651,GSO,industrial,593342.35,3995351.57,25.0,1
652,IDT652,GSO,industrial,593722.13,3995099.13,25.0,1
653,IDT653,GSO,industrial,592911.29,3997403.27,25.0,1
654,IDT654,GSO,industrial,597491.67,3995816.72,25.0,1
655,IDT655,GSO,industrial,590994.09,3995660.52,25.0,1
656,IDT656,GSO,industrial,592810.08,3996728.81,25.0,1
657,IDT657,GSO,industrial,593976.17,3994925.38,75.0,3
658,IDT658,GSO,industrial,596531.77,3995066.72,1000.0,3
659,IDT659,GSO,industrial,591703.5,3995562.64,300.0,3
660,IDT660,GSO,industrial,595335.77,3995696.92,75.0,3
661,IDT661,GSO,industrial,592542.545,3997212.0050000004,25.0,1
662,IDT662,GSO,industrial,596624.7,3997468.87,10.0,1
663,IDT663,GSO,industrial,593860.05,3997590.67,1000.0,3
664,IDT664,GSO,industrial,590849.94,3994938.77,150.0,3
665,IDT665,GSO,industrial,594084.95,3997056.85,50.0,1
666,IDT666,GSO,industrial,594019.07,3997060.29,75.0,1
667,IDT667,GSO,industrial,594001.62,3997053.5,75.0,1
668,IDT668,GSO,industrial,594092.33,3997114.62,25.0,1
669,IDT669,GSO,industrial,593955.01,3997093.72,75.0,1
670,IDT670,GSO,industrial,593894.51,3997058.29,75.0,1
671,IDT671,GSO,industrial,597083.64,3995129.84,1000.0,3
672,IDT672,GSO,industrial,590178.17,3994788.68,100.0,3
673,IDT673,GSO,industrial,595118.5,3995370.79,500.0,3
674,IDT674,GSO,industrial,593235.47,3997893.92,25.0,1
675,IDT675,GSO,industrial,590595.31,3995378.0,100.0,3
676,IDT676,GSO,industrial,594232.47,3996633.19,25.0,1
677,IDT677,GSO,industrial,591067.28,3995824.4,300.0,3
678,IDT678,GSO,industrial,597348.92,3997627.37,75.0,3
679,IDT679,GSO,industrial,592314.83,3995065.14,25.0,1
680,IDT680,GSO,industrial,594444.8,3997280.36,300.0,3
681,IDT681,GSO,industrial,594058.97,3995039.08,150.0,3
682,IDT682,GSO,industrial,593016.21,3996695.94,25.0,1
683,IDT683,GSO,industrial,594074.39,3994921.4,150.0,3
684,IDT684,GSO,industrial,591619.59,3994980.39,1000.0,3
685,IDT685,GSO,industrial,591385.98,3994871.6,500.0,3
686,IDT686,GSO,industrial,597123.72,3995494.88,25.0,1
687,IDT687,GSO,industrial,592512.4,3995017.31,25.0,1
688,IDT688,GSO,industrial,591447.24,3995311.83,50.0,1
689,IDT689,GSO,industrial,593268.19,3995821.32,300.0,3
690,IDT690,GSO,industrial,593162.73,3997596.17,500.0,3
691,IDT691,GSO,industrial,592066.79,3995250.13,300.0,3
692,IDT692,GSO,industrial,594024.34,3997254.34,300.0,3
693,IDT693,GSO,industrial,590660.43,3995383.73,100.0,3
694,IDT694,GSO,industrial,592095.9,3995162.72,25.0,1
695,IDT695,GSO,industrial,592019.62,3996338.58,300.0,3
696,IDT696,GSO,industrial,594050.96,3996657.06,25.0,1
697,IDT697,GSO,industrial,591197.64,3995867.43,25.0,1
698,IDT698,GSO,industrial,594030.89,3995043.98,150.0,3
699,IDT699,GSO,industrial,596309.81,3995342.15,75.0,3
700,IDT700,GSO,industrial,594364.56,3996972.38,150.0,3
701,IDT701,GSO,industrial,590842.52,3995097.97,25.0,1
702,IDT702,GSO,industrial,590845.77,3995028.32,75.0,3
703,IDT703,GSO,industrial,596770.77,3995077.44,500.0,3
704,IDT704,GSO,industrial,596845.41,3995522.17,500.0,3
705,IDT705,GSO,industrial,595360.38,3995720.98,100.0,3
706,IDT706,GSO,industrial,590824.66,3995856.54,150.0,3
707,IDT707,GSO,industrial,590888.45,3995905.23,75.0,3
708,IDT708,GSO,industrial,594178.16,3997202.22,150.0,3
709,IDT709,GSO,industrial,590926.85,3995937.64,500.0,3
710,IDT710,GSO,industrial,594197.86,3996988.05,150.0,3
711,IDT711,GSO,industrial,591652.03,3995874.6,75.0,3
712,IDT712,GSO,industrial,593800.19,3995159.85,25.0,1
713,IDT713,GSO,industrial,593542.08,3997455.98,500.0,3
714,IDT714,GSO,industrial,592096.08,3995075.99,150.0,3
715,IDT715,GSO,industrial,590721.175,3995350.8000000003,25.0,1
716,IDT716,GSO,industrial,596695.87,3995678.59,500.0,3
717,IDT717,GSO,industrial,590844.38,3995058.17,150.0,3
718,IDT718,GSO,industrial,593454.31,3996796.68,500.0,3
719,IDT719,GSO,industrial,594366.93,3996953.83,25.0,1
720,IDT720,GSO,industrial,595246.17,3996227.4,1000.0,3
721,IDT721,GSO,industrial,596195.97,3994986.36,1000.0,3
722,IDT722,GSO,industrial,591327.17,3994983.09,25.0,1
723,IDT723,GSO,industrial,592973.61,3996866.88,25.0,1
724,IDT724,GSO,industrial,595192.18,3995529.23,300.0,3
725,IDT725,GSO,industrial,591428.84,3995250.64,25.0,1
726,IDT726,GSO,industrial,596708.25,3997762.5,100.0,3
727,IDT727,GSO,industrial,593250.79,3997951.77,25.0,1
728,IDT728,GSO,industrial,592095.96,3995037.5,300.0,3
729,IDT729,GSO,industrial,591199.04,3995812.63,50.0,1
730,IDT730,GSO,industrial,597017.4600000001,3994843.9150000005,25.0,1
731,IDT731,GSO,industrial,594357.04,3995018.43,25.0,1
732,IDT732,GSO,industrial,596549.52,3995253.72,1000.0,3
733,IDT733,GSO,industrial,591953.16,3995699.33,25.0,1
734,IDT734,GSO,industrial,594311.5,3994951.48,25.0,1
735,IDT735,GSO,industrial,596281.24,3995303.14,25.0,1
736,IDT736,GSO,industrial,594216.91,3996990.57,150.0,3
737,IDT737,GSO,industrial,593653.59,3994972.41,300.0,3
738,IDT738,GSO,industrial,596807.94,3995508.39,25.0,1
739,IDT739,GSO,industrial,596513.7,3996596.98,1000.0,3
740,IDT740,GSO,industrial,591693.03,3995547.84,25.0,1
741,IDT741,GSO,industrial,594880.03,3995695.19,25.0,1
742,IDT742,GSO,industrial,595925.88,3994849.49,500.0,3
743,IDT743,GSO,industrial,596503.1,3997246.06,150.0,3
744,IDT744,GSO,industrial,591196.62,3994866.31,75.0,3
745,IDT745,GSO,industrial,592896.89,3996972.55,25.0,1
746,IDT746,GSO,industrial,596284.2,3996490.37,150.0,3
747,IDT747,GSO,industrial,590838.49,3994117.81,300.0,3
748,IDT748,GSO,industrial,594616.89,3990780.41,500.0,3
749,IDT749,GSO,industrial,595180.17,3993793.81,150.0,3
750,IDT750,GSO,industrial,594622.71,3993429.59,75.0,3
751,IDT751,GSO,industrial,595568.51,3990119.67,25.0,1
752,IDT752,GSO,industrial,594996.53,3992622.78,150.0,3
753,IDT753,GSO,industrial,597142.96,3994202.64,75.0,3
754,IDT754,GSO,industrial,593468.04,3992922.38,500.0,3
755,IDT755,GSO,industrial,591002.73,3993618.5,25.0,1
756,IDT756,GSO,industrial,594785.65,3993712.32,50.0,1
757,IDT757,GSO,industrial,594018.73,3992458.12,25.0,1
758,IDT758,GSO,industrial,592530.29,3994642.87,25.0,1
759,IDT759,GSO,industrial,592815.55,3992306.91,25.0,1
760,IDT760,GSO,industrial,596663.0433333333,3994069.5733333332,50.0,1
761,IDT761,GSO,industrial,595087.09,3992551.02,150.0,3
762,IDT762,GSO,industrial,592745.8,3991706.67,25.0,1
763,IDT763,GSO,industrial,595973.39,3990987.52,25.0,1
764,IDT764,GSO,industrial,597133.2,3994162.98,150.0,3
765,IDT765,GSO,industrial,593468.04,3992922.38,300.0,3
766,IDT766,GSO,industrial,592347.0,3994155.84,25.0,1
767,IDT767,GSO,industrial,593327.28,3991858.88,25.0,1
768,IDT768,GSO,industrial,595873.12,3990300.41,50.0,1
769,IDT769,GSO,industrial,591479.03,3994205.21,1000.0,3
770,IDT770,GSO,industrial,596244.35,3992386.31,75.0,3
771,IDT771,GSO,industrial,596557.11,3994493.82,25.0,1
772,IDT772,GSO,industrial,597259.29,3993897.88,1000.0,3
773,IDT773,GSO,industrial,595475.71,3990403.21,150.0,3
774,IDT774,GSO,industrial,594173.55,3994512.39,25.0,1
775,IDT775,GSO,industrial,594737.27,3993030.25,500.0,3
776,IDT776,GSO,industrial,593088.74,3992309.45,25.0,1
777,IDT777,GSO,industrial,596798.81,3993992.62,25.0,1
778,IDT778,GSO,industrial,594090.61,3989958.87,300.0,3
779,IDT779,GSO,industrial,597046.82,3993081.74,75.0,3
780,IDT780,GSO,industrial,595227.62,3991523.85,25.0,1
781,IDT781,GSO,industrial,594312.24,3993183.12,75.0,3
782,IDT782,GSO,industrial,594424.67,3993837.2,150.0,3
783,IDT783,GSO,industrial,597106.93,3992316.88,150.0,3
784,IDT784,GSO,industrial,595571.86,3990863.88,25.0,1
785,IDT785,GSO,industrial,596856.59,3993726.31,500.0,3
786,IDT786,GSO,industrial,594722.8,3991581.81,300.0,3
787,IDT787,GSO,industrial,597149.45,3993953.09,300.0,3
788,IDT788,GSO,industrial,594970.21,3994313.5,25.0,1
789,IDT789,GSO,industrial,595720.04,3993678.99,300.0,3
790,IDT790,GSO,industrial,591114.91,3994644.15,50.0,1
791,IDT791,GSO,industrial,595834.6,3992775.8,25.0,1
792,IDT792,GSO,industrial,594026.15,3993208.29,500.0,3
793,IDT793,GSO,industrial,595517.9,3990035.37,25.0,1
794,IDT794,GSO,industrial,593468.75,3991530.55,100.0,3
795,IDT795,GSO,industrial,594350.2,3994137.69,75.0,3
796,IDT796,GSO,industrial,595372.38,3993071.26,75.0,3
797,IDT797,GSO,industrial,595828.41,3990682.15,500.0,3
798,IDT798,GSO,industrial,593814.03,3992672.66,500.0,3
799,IDT799,GSO,industrial,596026.88,3991575.51,25.0,1
800,IDT800,GSO,industrial,594842.94,3989660.85,25.0,1
801,IDT801,GSO,industrial,591398.06,3993787.35,25.0,1
802,IDT802,GSO,industrial,596777.69,3994087.92,50.0,1
803,IDT803,GSO,industrial,594244.23,3991427.6,300.0,3
804,IDT804,GSO,industrial,597248.62,3993907.25,25.0,1
805,IDT805,GSO,industrial,594593.35,3993433.36,50.0,1
806,IDT806,GSO,industrial,596118.16,3996623.26,25.0,1
807,IDT807,GSO,industrial,596991.85,3995820.47,500.0,3
808,IDT808,GSO,industrial,595092.89,3995545.46,300.0,3
809,IDT809,GSO,industrial,591945.84,3996988.36,25.0,1
810,IDT810,GSO,industrial,596495.24,3996893.0,50.0,1
811,IDT811,GSO,industrial,591785.91,3995494.5,300.0,3
812,IDT812,GSO,industrial,596638.34,3992899.86,50.0,1
813,IDT813,GSO,industrial,595436.88,3989998.51,300.0,3
814,IDT814,GSO,industrial,593471.83,3991206.1,50.0,1
815,IDT815,GSO,industrial,594322.37,3993923.75,25.0,1
816,IDT816,GSO,industrial,596491.92,3993700.93,300.0,3
817,IDT817,GSO,industrial,596180.58,3991409.47,50.0,1
818,IDT818,GSO,industrial,594186.44,3994540.68,75.0,3
819,IDT819,GSO,industrial,592238.48,3994729.1,50.0,1
820,IDT820,GSO,industrial,593651.05,3992475.59,75.0,3
821,IDT821,GSO,industrial,596456.27,3994113.38,300.0,3
822,IDT822,GSO,industrial,594529.41,3990576.11,150.0,3
823,IDT823,GSO,industrial,597115.51,3994225.1,75.0,3
824,IDT824,GSO,industrial,594171.41,3994415.49,50.0,1
825,IDT825,GSO,industrial,593742.71,3993011.87,75.0,3
826,IDT826,GSO,industrial,594751.54,3993450.33,50.0,1
827,IDT827,GSO,industrial,592788.24,3994285.24,500.0,3
828,IDT828,GSO,industrial,591047.04,3994256.4,25.0,1
