Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,,,,,,
P1ILV194   ,1,0.42,3.69,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.23,1.87,27374.79,1,,,,,,
P1ILV196   ,1,0.42,3.27,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.18,1.66,24251.69,1,,,,,,
P1ILV197   ,1,0.42,4.31,0.87,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.76,2.19,31930.95,1,,,,,,
P1ILV198   ,1,0.42,5.46,1.11,IHS4_1247 ,IHS4_1247 -> IDT275  ,13.65,2.77,40500.28,1,,,,,,
P1ILV198   ,1,0.42,3.91,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.77,1.98,28987.13,1,,,,,,
P1ILV200   ,1,0.42,4.86,0.99,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.15,2.47,36029.73,1,,,,,,
P1ILV201   ,1,0.42,4.58,0.93,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.45,2.32,33961.38,1,,,,,,
P1ILV202   ,1,0.42,3.89,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.71,1.97,28814.06,1,,,,,,
P1ILV203   ,1,0.42,3.71,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.26,1.88,27483,1,,,,,,
P1ILV203   ,1,0.42,4.18,0.85,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.46,2.12,31029.41,1,,,,,,
P1ILV205   ,1,0.42,5.54,1.12,IHS4_1247 ,IHS4_1247 -> IDT275  ,13.85,2.81,41073.6,1,,,,,,
P1ILV206   ,1,0.42,4.55,0.92,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.38,2.31,33754.71,1,,,,,,
P1ILV207   ,1,0.42,5.81,1.18,IHS4_1247 ,IHS4_1247 -> IDT275  ,14.53,2.95,43108.95,1,,,,,,
P1ILV208   ,1,0.42,4.14,0.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.35,2.1,30711.68,1,,,,,,
P1ILV209   ,1,0.42,4.93,1,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.32,2.5,36541.4,1,,,,,,
P1ILV209   ,1,0.42,5.4,1.1,IHS4_1247 ,IHS4_1247 -> IDT275  ,13.49,2.74,40029.64,1,,,,,,
P1ILV211   ,1,0.42,13.66,2.77,IHS4_1247 ,IHS4_1247 -> IDT275  ,34.15,6.93,101295,1,,,,,,
P1ILV212   ,1,0.42,15.14,3.07,IHS4_1247 ,IHS4_1247 -> IDT275  ,37.84,7.68,112263.4,1,,,,,,
P1ILV213   ,1,0.42,12.1,2.46,IHS4_1247 ,IHS4_1247 -> IDT275  ,30.25,6.14,89734.27,1,,,,,,
P1ILV213   ,1,0.42,12.09,2.46,IHS4_1247 ,IHS4_1247 -> IDT275  ,30.23,6.14,89661.86,1,,,,,,
P1ILV215   ,1,0.42,3.34,0.68,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.36,1.7,24801.7,1,,,,,,
P1ILV216   ,1,0.42,3.4,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.51,1.73,25235.13,1,,,,,,
P1ILV216   ,1,0.42,2.96,0.6,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.4,1.5,21957.3,1,,,,,,
P1ILV218   ,1,0.42,3.45,0.7,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.62,1.75,25574.4,1,,,,,,
P1ILV219   ,1,0.42,3.05,0.62,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.63,1.55,22648.22,1,,,,,,
P1ILV219   ,1,0.42,3.25,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.12,1.65,24092.61,1,,,,,,
P1ILV221   ,1,0.42,11.65,2.37,IHS2_1247 ,IHS2_1247 -> IDT486  ,29.13,5.92,86419.42,1,,,,,,
P1ILV222   ,1,0.42,9.38,1.91,IHS2_1247 ,IHS2_1247 -> IDT486  ,23.46,4.76,69579.52,1,,,,,,
P1ILV223   ,1,0.42,12.12,2.46,IHS2_1247 ,IHS2_1247 -> IDT486  ,30.31,6.15,89909.23,1,,,,,,
P1ILV223   ,1,0.42,11.4,2.31,IHS2_1247 ,IHS2_1247 -> IDT486  ,28.49,5.79,84522.84,1,,,,,,
P1ILV225   ,1,0.42,13.53,2.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,33.82,6.87,100335.3,1,,,,,,
P1ILV226   ,1,0.42,13.51,2.74,IHS4_1247 ,IHS4_1247 -> IDT275  ,33.78,6.86,100210.1,1,,,,,,
P1ILV227   ,1,0.42,15.99,3.25,IHS4_1247 ,IHS4_1247 -> IDT275  ,39.98,8.12,118585.2,1,,,,,,
P1ILV228   ,1,0.42,13.12,2.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,32.8,6.66,97297.99,1,,,,,,
P1ILV228   ,1,0.42,12.01,2.44,IHS4_1247 ,IHS4_1247 -> IDT275  ,30.02,6.1,89042.7,1,,,,,,
P1ILV230   ,1,0.42,13.71,2.78,IHS4_1247 ,IHS4_1247 -> IDT275  ,34.26,6.96,101640.9,1,,,,,,
P1ILV231   ,1,0.42,11.82,2.4,IHS4_1247 ,IHS4_1247 -> IDT275  ,29.55,6,87658.04,1,,,,,,
P1ILV231   ,1,0.42,11.07,2.25,IHS4_1247 ,IHS4_1247 -> IDT275  ,27.68,5.62,82109.66,1,,,,,,
P1ILV233   ,1,0.42,12.22,2.48,IHS4_1247 ,IHS4_1247 -> IDT275  ,30.54,6.2,90607.78,1,,,,,,
P1ILV234   ,1,0.42,13.57,2.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,33.92,6.89,100613.4,1,,,,,,
P1ILV235   ,1,0.42,12.15,2.47,IHS4_1247 ,IHS4_1247 -> IDT275  ,30.36,6.17,90070.48,1,,,,,,
P1ILV236   ,1,0.42,13.93,2.83,IHS4_1247 ,IHS4_1247 -> IDT275  ,34.83,7.07,103316.4,1,,,,,,
P1ILV237   ,1,0.42,11.8,2.4,IHS4_1247 ,IHS4_1247 -> IDT275  ,29.51,5.99,87543.87,1,,,,,,
P1ILV238   ,3,0.42,5.13,1.04,IHS4_1247 ,IHS4_1247 -> IDT194  ,12.83,2.61,35228.71,3,,,,,,
P1ILV239   ,3,0.42,4.93,1,IHS4_1247 ,IHS4_1247 -> IDT194  ,12.33,2.5,33839.56,2,,,,,,
P1ILV240   ,1,0.42,2.64,0.54,IHS3_1247 ,IHS3_1247 -> IDT226  ,6.6,1.34,19577.55,1,,,,,,
P1ILV241   ,1,0.42,3.06,0.62,IHS3_1247 ,IHS3_1247 -> IDT226  ,7.66,1.56,22726.33,1,,,,,,
P1ILV242   ,1,0.42,3.51,0.71,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.77,1.78,26006.52,1,,,,,,
P1ILV243   ,1,0.42,3.93,0.8,IHS3_1247 ,IHS3_1247 -> IDT226  ,9.82,1.99,29136.81,1,,,,,,
P1ILV242   ,1,0.42,2.95,0.6,IHS3_1247 ,IHS3_1247 -> IDT226  ,7.39,1.5,21908.73,1,,,,,,
P1ILV243   ,1,0.42,3.44,0.7,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.59,1.74,25477.13,1,,,,,,
P1ILV246   ,1,0.42,2.82,0.57,IHS3_1247 ,IHS3_1247 -> IDT226  ,7.05,1.43,20904.51,1,,,,,,
P1ILV247   ,1,0.42,3.25,0.66,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.14,1.65,24134.63,1,,,,,,
P1ILV248   ,1,0.42,3.28,0.67,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.19,1.66,24309.63,1,,,,,,
P1ILV247   ,1,0.42,3.94,0.8,IHS3_1247 ,IHS3_1247 -> IDT226  ,9.86,2,29239.53,1,,,,,,
P1ILV250   ,1,0.42,2.76,0.56,IHS3_1247 ,IHS3_1247 -> IDT226  ,6.9,1.4,20457.43,1,,,,,,
P1ILV251   ,1,0.42,3.28,0.67,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.19,1.66,24304.36,1,,,,,,
P1ILV252   ,1,0.42,3.18,0.65,IHS3_1247 ,IHS3_1247 -> IDT226  ,7.94,1.61,23563.84,1,,,,,,
P1ILV253   ,1,0.42,3.8,0.77,IHS3_1247 ,IHS3_1247 -> IDT226  ,9.5,1.93,28185.18,1,,,,,,
P1ILV252   ,1,0.42,2.88,0.59,IHS3_1247 ,IHS3_1247 -> IDT226  ,7.21,1.46,21376.44,1,,,,,,
P1ILV253   ,1,0.42,3.52,0.72,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.81,1.79,26140.29,1,,,,,,
P1ILV256   ,1,0.42,3.35,0.68,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.37,1.7,24837.85,1,,,,,,
P1ILV257   ,1,0.42,3.99,0.81,IHS3_1247 ,IHS3_1247 -> IDT226  ,9.98,2.03,29609.96,1,,,,,,
P1ILV258   ,1,0.42,3.39,0.69,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.48,1.72,25150.87,1,,,,,,
P1ILV259   ,1,0.42,3.97,0.81,IHS3_1247 ,IHS3_1247 -> IDT226  ,9.94,2.02,29478,1,,,,,,
P1ILV260   ,1,0.42,3.11,0.63,IHS3_1247 ,IHS3_1247 -> IDT226  ,7.78,1.58,23075.34,1,,,,,,
P1ILV261   ,1,0.42,3.76,0.76,IHS3_1247 ,IHS3_1247 -> IDT226  ,9.39,1.91,27856.25,1,,,,,,
P1IMV2     ,3,12.47,2529.66,831.46,IHS5_1247 ,IHS5_1247 -> IDT627  ,3162.07,1039.32,20800000,1,,,,,,
P1ILV262   ,1,0.42,10.77,2.19,IHS0_1247 ,IHS0_1247 -> IDT620  ,26.93,5.47,118884.2,1,,,,,,
P1IMV3     ,3,12.47,3736.74,1228.21,IHS5_1247 ,IHS5_1247 -> IDT627  ,4670.92,1535.26,30700000,1,,,,,,
P1ILV263   ,1,0.42,2.31,0.47,IHS1_1247 ,IHS1_1247 -> IDT670  ,5.79,1.17,16396.85,1,,,,,,
P1ILV263   ,1,0.42,2.97,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.43,1.51,20395.66,1,,,,,,
P1ILV265   ,1,0.42,2.63,0.53,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.56,1.33,18157.14,1,,,,,,
P1ILV266   ,1,0.42,2.79,0.57,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.98,1.42,19175.7,1,,,,,,
P1ILV267   ,1,0.42,2.83,0.58,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.09,1.44,19451.06,1,,,,,,
P1ILV268   ,1,0.42,2.29,0.46,IHS1_1247 ,IHS1_1247 -> IDT670  ,5.72,1.16,16241.79,1,,,,,,
P1ILV269   ,1,0.42,2.82,0.57,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.05,1.43,19351.42,1,,,,,,
P1ILV270   ,1,0.42,2.7,0.55,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.76,1.37,18602.72,1,,,,,,
P1ILV271   ,1,0.42,2.75,0.56,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.87,1.4,18864.52,1,,,,,,
P1ILV272   ,1,0.42,2.71,0.55,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.77,1.37,18623.74,1,,,,,,
P1ILV273   ,1,0.42,2.42,0.49,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.05,1.23,16991.54,1,,,,,,
P1ILV274   ,1,0.42,2.8,0.57,IHS1_1247 ,IHS1_1247 -> IDT670  ,7,1.42,19223.73,1,,,,,,
P1ILV275   ,1,0.42,2.92,0.59,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.3,1.48,20053.02,1,,,,,,
P1ILV276   ,1,0.42,2.35,0.48,IHS1_1247 ,IHS1_1247 -> IDT670  ,5.86,1.19,16576.03,1,,,,,,
P1ILV276   ,1,0.42,2.66,0.54,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.64,1.35,18338.67,1,,,,,,
P1ILV278   ,1,0.42,2.97,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.42,1.51,20359.56,1,,,,,,
P1ILV279   ,1,0.42,2.94,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.35,1.49,20187.14,1,,,,,,
P1ILV279   ,1,0.42,2.54,0.52,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.35,1.29,17665.47,1,,,,,,
P1ILV281   ,1,0.42,2.56,0.52,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.4,1.3,17789.08,1,,,,,,
P1ILV282   ,1,0.42,2.97,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.42,1.51,20364.47,1,,,,,,
P1ILV283   ,1,0.42,3.04,0.62,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.59,1.54,20831.1,1,,,,,,
P1ILV284   ,1,0.42,2.17,0.44,IHS1_1247 ,IHS1_1247 -> IDT670  ,5.43,1.1,15582.79,1,,,,,,
P1ILV284   ,1,0.42,2.26,0.46,IHS1_1247 ,IHS1_1247 -> IDT670  ,5.65,1.15,16087.2,1,,,,,,
P1ILV286   ,1,0.42,2.96,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.4,1.5,20307.38,1,,,,,,
P1ILV287   ,1,0.42,3.02,0.61,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.56,1.54,20758.49,1,,,,,,
P1ILV287   ,1,0.42,2.1,0.43,IHS1_1247 ,IHS1_1247 -> IDT670  ,5.26,1.07,15209.95,1,,,,,,
P1ILV289   ,1,0.42,2.32,0.47,IHS1_1247 ,IHS1_1247 -> IDT670  ,5.79,1.18,16413.15,1,,,,,,
P1ILV290   ,1,0.42,2.97,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.42,1.51,20377.7,1,,,,,,
P1ILV291   ,1,0.42,2.94,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.36,1.49,20205.82,1,,,,,,
P1ILV292   ,1,0.42,2.55,0.52,IHS1_1247 ,IHS1_1247 -> IDT670  ,6.38,1.29,17731.62,1,,,,,,
P1ILV292   ,1,0.42,3.54,0.72,IHS1_1247 ,IHS1_1247 -> IDT670  ,8.84,1.8,24273.92,1,,,,,,
P1ILV294   ,1,0.42,3.19,0.65,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.98,1.62,21920.2,1,,,,,,
P1ILV295   ,1,0.42,2.82,0.57,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.05,1.43,19351.41,1,,,,,,
P1ILV296   ,1,0.42,2.99,0.61,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.49,1.52,20551.69,1,,,,,,
P1ILV297   ,1,0.42,2.85,0.58,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.14,1.45,19591.8,1,,,,,,
P1ILV298   ,1,0.42,2.92,0.59,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.29,1.48,20009.61,1,,,,,,
P1ILV299   ,1,0.42,2.98,0.6,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.44,1.51,20434.92,1,,,,,,
P1ILV300   ,1,0.42,2.82,0.57,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.06,1.43,19370.26,1,,,,,,
P1ILV301   ,1,0.42,2.87,0.58,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.17,1.46,19696.6,1,,,,,,
P1ILV301   ,1,0.42,3.01,0.61,IHS1_1247 ,IHS1_1247 -> IDT670  ,7.52,1.53,20639.12,1,,,,,,
P1ILV303   ,3,0.42,37.39,7.59,IHS4_1247 ,IHS4_1247 -> IDT1592 ,93.49,18.98,277321.4,1,,,,,,
P1ILV304   ,1,0.42,3.65,0.74,IHS4_1247 ,IHS4_1247 -> IDT1592 ,9.12,1.85,25033.61,1,,,,,,
P1ILV305   ,1,0.42,3.45,0.7,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.62,1.75,23654.78,1,,,,,,
P1ILV305   ,1,0.42,3.17,0.64,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.92,1.61,21752.79,1,,,,,,
P1ILV307   ,1,0.42,3.65,0.74,IHS4_1247 ,IHS4_1247 -> IDT1592 ,9.12,1.85,25046.44,1,,,,,,
P1ILV307   ,1,0.42,3.07,0.62,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.67,1.56,21062.95,1,,,,,,
P1ILV309   ,1,0.42,3.28,0.67,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.2,1.67,22522.43,1,,,,,,
P1ILV310   ,1,0.42,3.32,0.67,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.3,1.69,22798.09,1,,,,,,
P1ILV311   ,1,0.42,13.62,4.48,IHS2_1247 ,IHS2_1247 -> IDT486  ,34.06,11.19,223744,1,,,,,,
P1ILV312   ,1,0.42,12.81,4.21,IHS2_1247 ,IHS2_1247 -> IDT486  ,32.03,10.53,210468.5,1,,,,,,
P1ILV313   ,1,0.42,2.74,0.56,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.85,1.39,18815.76,1,,,,,,
P1ILV314   ,1,0.42,4.63,0.94,IHS4_1247 ,IHS4_1247 -> IDT1592 ,11.57,2.35,34320.12,1,,,,,,
P1ILV315   ,1,0.42,2.69,0.55,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.72,1.37,18518.19,1,,,,,,
P1ILV315   ,1,0.42,2.84,0.58,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.1,1.44,19481.43,1,,,,,,
P1ILV317   ,1,0.42,2.89,0.59,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.21,1.46,19803.28,1,,,,,,
P1ILV318   ,1,0.42,3.02,0.61,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.56,1.53,20747.36,1,,,,,,
P1ILV319   ,1,0.42,2.85,0.58,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.12,1.45,19549.79,1,,,,,,
P1ILV320   ,1,0.42,5.02,1.02,IHS4_1247 ,IHS4_1247 -> IDT1592 ,12.55,2.55,37236.36,1,,,,,,
P1ILV321   ,1,0.42,2.82,0.57,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.05,1.43,19345.75,1,,,,,,
P1ILV321   ,1,0.42,3.11,0.63,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.78,1.58,21370.92,1,,,,,,
P1ILV323   ,1,0.42,2.77,0.56,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.92,1.41,18999.17,1,,,,,,
P1ILV324   ,1,0.42,3.11,0.63,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.77,1.58,21330.32,1,,,,,,
P1ILV325   ,1,0.42,2.9,0.59,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.25,1.47,19903.91,1,,,,,,
P1ILV326   ,1,0.42,3.15,0.64,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.87,1.6,21606.3,1,,,,,,
P1ILV327   ,1,0.42,3.07,0.62,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.67,1.56,21062.15,1,,,,,,
P1ILV328   ,1,0.42,3.19,0.65,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.96,1.62,21861.26,1,,,,,,
P1ILV328   ,1,0.42,3,0.61,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.5,1.52,20594.28,1,,,,,,
P1ILV330   ,1,0.42,3.38,0.69,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.46,1.72,23216.49,1,,,,,,
P1ILV331   ,1,0.42,3.08,0.63,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.7,1.56,21152.08,1,,,,,,
P1ILV332   ,1,0.42,2.16,0.44,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.4,1.1,15517.5,1,,,,,,
P1ILV332   ,1,0.42,2.87,0.58,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.18,1.46,19715.34,1,,,,,,
P1ILV334   ,1,0.42,2.19,0.45,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.49,1.11,15716.76,1,,,,,,
P1ILV334   ,1,0.42,2.38,0.48,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.94,1.21,16750.82,1,,,,,,
P1ILV336   ,1,0.42,2.81,0.57,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.04,1.43,19319.88,1,,,,,,
P1ILV336   ,1,0.42,2.29,0.46,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.72,1.16,16240.26,1,,,,,,
P1ILV338   ,1,0.42,3.99,0.81,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.97,2.02,27374.4,2,,,,,,
P1ILV339   ,1,0.42,3.27,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.16,1.66,22413.9,1,,,,,,
P1ILV339   ,1,0.42,3.04,0.62,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.61,1.55,20895.74,1,,,,,,
P1ILV341   ,1,0.42,3.65,0.74,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.12,1.85,25032.37,1,,,,,,
P1ILV342   ,1,0.42,3.75,0.76,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.39,1.91,25764.97,1,,,,,,
P1ILV343   ,1,0.42,3.27,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.17,1.66,22426.23,1,,,,,,
P1ILV344   ,1,0.42,3.24,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.11,1.65,22253.44,1,,,,,,
P1ILV345   ,1,0.42,2.93,0.59,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.32,1.49,20090.99,1,,,,,,
P1ILV346   ,1,0.42,3.91,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.78,1.99,26856.58,2,,,,,,
P1ILV347   ,1,0.42,3.36,0.68,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.41,1.71,23080.07,1,,,,,,
P1ILV348   ,1,0.42,2.84,0.58,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.11,1.44,19524.02,1,,,,,,
P1ILV349   ,1,0.42,2.86,0.58,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.15,1.45,19634.56,1,,,,,,
P1ILV350   ,1,0.42,3.41,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.53,1.73,23415.18,1,,,,,,
P1ILV351   ,1,0.42,3.63,0.74,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.07,1.84,24894.79,1,,,,,,
P1ILV352   ,1,0.42,3.47,0.7,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.68,1.76,23816.65,1,,,,,,
P1ILV353   ,1,0.42,3.74,0.76,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.35,1.9,25668.33,1,,,,,,
P1ILV354   ,1,0.42,4.06,0.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.14,2.06,27831.15,2,,,,,,
P1ILV354   ,1,0.42,2.96,0.6,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.39,1.5,20293.19,1,,,,,,
P1ILV356   ,1,0.42,3.29,0.67,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.22,1.67,22554.61,1,,,,,,
P1ILV357   ,1,0.42,2.89,0.59,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.22,1.47,19830.18,1,,,,,,
P1ILV358   ,1,0.42,4.12,0.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.31,2.09,28305.19,2,,,,,,
P1ILV359   ,1,0.42,3.88,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.7,1.97,26630.09,2,,,,,,
P1ILV360   ,1,0.42,3.45,0.7,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.62,1.75,23663.48,1,,,,,,
P1ILV360   ,1,0.42,3.09,0.63,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.72,1.57,21185.74,1,,,,,,
P1ILV362   ,1,0.42,4.08,0.83,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.19,2.07,27978.58,2,,,,,,
P1ILV363   ,1,0.42,4.13,0.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.32,2.1,28331.63,2,,,,,,
P1ILV364   ,1,0.42,3.01,0.61,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.54,1.53,20688.42,1,,,,,,
P1ILV365   ,1,0.42,3.3,0.67,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.25,1.68,22654.13,1,,,,,,
P1ILV366   ,1,0.42,2.81,0.57,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.03,1.43,19286,1,,,,,,
P1ILV367   ,1,0.42,4.3,0.87,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.76,2.19,29544.49,2,,,,,,
P1ILV368   ,1,0.42,4.1,0.83,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.24,2.08,28108.22,2,,,,,,
P1ILV368   ,1,0.42,3.57,0.73,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.93,1.81,24519.16,1,,,,,,
P1ILV370   ,1,0.42,2.91,0.59,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.28,1.48,19994.29,1,,,,,,
P1ILV371   ,1,0.42,4.2,0.85,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.51,2.13,28847.3,2,,,,,,
P1ILV372   ,1,0.42,4.5,0.91,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.24,2.28,30857.86,2,,,,,,
P1ILV373   ,1,0.42,2.78,0.56,IHS4_1247 ,IHS4_1247 -> IDT275  ,6.94,1.41,19046.15,1,,,,,,
P1ILV373   ,1,0.42,3.21,0.65,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.02,1.63,22025.21,1,,,,,,
P1ILV375   ,1,0.42,2.92,0.59,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.3,1.48,20044.24,1,,,,,,
P1ILV376   ,1,0.42,4.55,0.92,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.36,2.31,31196.45,2,,,,,,
P1ILV377   ,1,0.42,3.98,0.81,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.95,2.02,27318.59,2,,,,,,
P1ILV378   ,1,0.42,3.13,0.64,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.82,1.59,21474.64,1,,,,,,
P1ILV379   ,1,0.42,3.27,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.18,1.66,22454.68,1,,,,,,
P1ILV379   ,1,0.42,2.95,0.6,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.38,1.5,20249.35,1,,,,,,
P1ILV381   ,1,0.42,3.64,0.74,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.11,1.85,25010.45,1,,,,,,
P1ILV382   ,1,0.42,4.03,0.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.08,2.05,27668,2,,,,,,
P1ILV383   ,1,0.42,3.04,0.62,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.6,1.54,20858.93,1,,,,,,
P1ILV384   ,1,0.42,3.16,0.64,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.9,1.61,21701.51,1,,,,,,
P1ILV385   ,1,0.42,4.34,0.88,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.84,2.2,29764.12,2,,,,,,
P1ILV386   ,1,0.42,3.88,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.69,1.97,26603.65,2,,,,,,
P1ILV387   ,1,0.42,3.26,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.14,1.65,22355.03,1,,,,,,
