Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV169  ,1 ,0.42  ,4.11    ,0.83   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.27   ,2.08   ,28186.47   ,1 ,
P1RLV170  ,1 ,0.42  ,3.95    ,0.80   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.89    ,2.01   ,27141.99   ,1 ,
P1RLV171  ,1 ,0.42  ,3.12    ,0.63   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.81    ,1.59   ,21445.52   ,1 ,
P1RLV172  ,1 ,0.42  ,9.73    ,1.98   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,24.33   ,4.94   ,66790.66   ,1 ,
P1RLV173  ,1 ,0.42  ,4.00    ,0.81   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.99    ,2.03   ,27437.60   ,1 ,
P1RLV174  ,1 ,0.42  ,3.31    ,0.67   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.28    ,1.68   ,22731.25   ,1 ,
P1RLV175  ,1 ,0.42  ,3.89    ,0.79   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.71    ,1.97   ,26669.03   ,1 ,
P1RLV176  ,1 ,0.42  ,4.81    ,0.98   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.03   ,2.44   ,33029.09   ,1 ,
P1RLV177  ,1 ,0.42  ,4.39    ,0.89   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.98   ,2.23   ,30147.75   ,1 ,
P1RLV178  ,1 ,0.42  ,2.97    ,0.60   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.43    ,1.51   ,20398.82   ,1 ,
P1RLV179  ,1 ,0.42  ,1.44    ,0.29   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.60    ,0.73   ,11290.30   ,1 ,
P1RLV180  ,1 ,0.42  ,3.28    ,0.67   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.20    ,1.67   ,22521.65   ,1 ,
P1RLV181  ,1 ,0.42  ,4.21    ,0.85   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.52   ,2.14   ,28881.53   ,1 ,
P1RLV182  ,1 ,0.42  ,2.81    ,0.57   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.03    ,1.43   ,19308.15   ,1 ,
P1RLV183  ,1 ,0.42  ,4.86    ,0.99   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.15   ,2.47   ,33351.60   ,1 ,
P1RLV184  ,1 ,0.42  ,1.44    ,0.29   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.61    ,0.73   ,11305.05   ,1 ,
P1RLV185  ,1 ,0.42  ,2.96    ,0.60   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.40    ,1.50   ,20307.38   ,1 ,
P1RLV186  ,1 ,0.42  ,5.23    ,1.06   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.08   ,2.66   ,35910.07   ,1 ,
P1RLV187  ,1 ,0.42  ,2.76    ,0.56   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.91    ,1.40   ,18970.44   ,1 ,
P1RLV188  ,1 ,0.42  ,4.25    ,0.86   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.63   ,2.16   ,29182.30   ,1 ,
P1RLV189  ,1 ,0.42  ,3.79    ,0.77   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.47    ,1.92   ,26001.06   ,1 ,
P1RLV190  ,1 ,0.42  ,6.72    ,1.37   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.81   ,3.41   ,46139.96   ,1 ,
P1RLV191  ,1 ,0.42  ,2.97    ,0.60   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.42    ,1.51   ,20366.59   ,1 ,
P1RLV192  ,1 ,0.42  ,1.44    ,0.29   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.59    ,0.73   ,11262.92   ,1 ,
P1RLV193  ,1 ,0.42  ,4.75    ,0.96   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.87   ,2.41   ,32597.10   ,1 ,
P1RLV194  ,1 ,0.42  ,4.99    ,1.01   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.47   ,2.53   ,34241.11   ,1 ,
P1RLV195  ,1 ,0.42  ,6.40    ,1.30   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.01   ,3.25   ,43956.48   ,1 ,
P1RLV196  ,1 ,0.42  ,6.88    ,1.40   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,17.20   ,3.49   ,47214.74   ,1 ,
P1RLV197  ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,6130.89    ,1 ,
P1RLV198  ,1 ,0.42  ,2.88    ,0.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.21    ,1.46   ,19791.56   ,1 ,
P1RLV199  ,1 ,0.42  ,4.15    ,0.84   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.38   ,2.11   ,28492.51   ,1 ,
P1RLV200  ,1 ,0.42  ,7.33    ,1.49   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,18.33   ,3.72   ,50319.47   ,1 ,
P1RLV201  ,1 ,0.42  ,7.37    ,1.50   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,18.42   ,3.74   ,50567.84   ,1 ,
P1RLV202  ,1 ,0.42  ,3.91    ,0.79   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.77    ,1.98   ,26818.08   ,1 ,
P1RLV203  ,1 ,0.42  ,6.54    ,1.33   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.36   ,3.32   ,44902.26   ,1 ,
P1RLV204  ,1 ,0.42  ,4.26    ,0.87   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.65   ,2.16   ,29248.22   ,1 ,
P1RLV205  ,1 ,0.42  ,3.34    ,0.68   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.36    ,1.70   ,22938.52   ,1 ,
P1RLV206  ,1 ,0.42  ,3.65    ,0.74   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.13    ,1.85   ,25066.88   ,1 ,
P1RLV207  ,1 ,0.42  ,4.10    ,0.83   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.25   ,2.08   ,28128.14   ,1 ,
P1RLV208  ,1 ,0.42  ,3.88    ,0.79   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.70    ,1.97   ,26632.68   ,1 ,
P1RLV209  ,1 ,0.42  ,6.75    ,1.37   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.88   ,3.43   ,46337.75   ,1 ,
P1RLV210  ,1 ,0.42  ,6.60    ,1.34   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.50   ,3.35   ,45306.90   ,1 ,
P1RLV211  ,1 ,0.42  ,3.36    ,0.68   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.39    ,1.70   ,23041.42   ,1 ,
P1RLV212  ,1 ,0.42  ,7.85    ,1.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,19.62   ,3.98   ,53867.55   ,1 ,
P1RLV213  ,1 ,0.42  ,2.62    ,0.53   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.56    ,1.33   ,18150.44   ,1 ,
P1RLV214  ,1 ,0.42  ,2.12    ,0.43   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,5.30    ,1.08   ,15303.54   ,1 ,
P1RLV215  ,1 ,0.42  ,2.22    ,0.45   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,5.54    ,1.13   ,15843.00   ,1 ,
P1RLV216  ,1 ,0.42  ,3.72    ,0.76   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.30    ,1.89   ,25535.26   ,1 ,
P1RLV217  ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,7264.65    ,1 ,
P1RLV218  ,1 ,0.42  ,7.30    ,1.48   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,18.25   ,3.71   ,50100.32   ,1 ,
P1RLV219  ,1 ,0.42  ,5.42    ,1.10   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.56   ,2.75   ,37219.66   ,1 ,
P1RLV220  ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,6318.11    ,1 ,
P1RLV221  ,1 ,0.42  ,2.65    ,0.54   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.62    ,1.34   ,18280.08   ,1 ,
P1RLV222  ,1 ,0.42  ,3.17    ,0.64   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.92    ,1.61   ,21742.35   ,1 ,
P1RLV223  ,1 ,0.42  ,2.17    ,0.44   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,5.43    ,1.10   ,15592.46   ,1 ,
P1RLV224  ,1 ,0.42  ,5.27    ,1.07   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.18   ,2.68   ,36174.83   ,1 ,
P1RLV225  ,1 ,0.42  ,3.21    ,0.65   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.01    ,1.63   ,22000.05   ,1 ,
P1RLV226  ,1 ,0.42  ,7.08    ,1.44   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,17.70   ,3.59   ,48584.04   ,1 ,
P1RLV227  ,1 ,0.42  ,4.01    ,0.81   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.02   ,2.03   ,27499.95   ,1 ,
P1RLV228  ,1 ,0.42  ,5.98    ,1.21   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.95   ,3.03   ,41030.26   ,1 ,
P1RLV229  ,1 ,0.42  ,5.59    ,1.14   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.98   ,2.84   ,38373.89   ,1 ,
P1RLV230  ,1 ,0.42  ,6.36    ,1.29   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,15.91   ,3.23   ,43678.61   ,1 ,
P1RLV231  ,1 ,0.42  ,3.56    ,0.72   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.91    ,1.81   ,24464.30   ,1 ,
P1RLV232  ,1 ,0.42  ,3.87    ,0.79   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.67    ,1.96   ,26549.90   ,1 ,
P1RLV233  ,1 ,0.42  ,5.18    ,1.05   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.96   ,2.63   ,35575.37   ,1 ,
P1RLV234  ,1 ,0.42  ,3.03    ,0.62   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.58    ,1.54   ,20812.39   ,1 ,
P1RLV235  ,1 ,0.42  ,3.67    ,0.74   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.17    ,1.86   ,25167.27   ,1 ,
P1RLV236  ,1 ,0.42  ,4.08    ,0.83   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.19   ,2.07   ,27979.03   ,1 ,
P1RLV237  ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,6405.85    ,1 ,
P1RLV238  ,1 ,0.42  ,4.05    ,0.82   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.13   ,2.06   ,27819.45   ,1 ,
P1RLV239  ,1 ,0.42  ,3.48    ,0.71   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.70    ,1.77   ,23878.79   ,1 ,
P1RLV240  ,1 ,0.42  ,5.25    ,1.07   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.13   ,2.67   ,36054.97   ,1 ,
P1RLV241  ,1 ,0.42  ,3.12    ,0.63   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.80    ,1.58   ,21402.93   ,1 ,
P1RLV242  ,1 ,0.42  ,6.17    ,1.25   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,15.43   ,3.13   ,42349.95   ,1 ,
P1RLV243  ,1 ,0.42  ,3.99    ,0.81   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.98    ,2.03   ,27385.92   ,1 ,
P1RLV244  ,1 ,0.42  ,2.73    ,0.55   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.82    ,1.38   ,18730.06   ,1 ,
P1RLV245  ,1 ,0.42  ,5.10    ,1.04   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.76   ,2.59   ,35017.26   ,1 ,
P1RLV246  ,1 ,0.42  ,4.13    ,0.84   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.33   ,2.10   ,28352.60   ,1 ,
P1RLV247  ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,10344.18   ,1 ,
P1RLV248  ,1 ,0.42  ,3.44    ,0.70   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.59    ,1.74   ,23584.13   ,1 ,
P1RLV249  ,1 ,0.42  ,4.44    ,0.90   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.10   ,2.25   ,30483.76   ,1 ,
P1RLV250  ,1 ,0.42  ,6.60    ,1.34   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.50   ,3.35   ,45289.55   ,1 ,
P1RLV251  ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,1629.69    ,1 ,
P1RLV252  ,1 ,0.42  ,8.58    ,1.74   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,21.44   ,4.35   ,58869.95   ,1 ,
P1RLV253  ,1 ,0.42  ,3.30    ,0.67   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.25    ,1.68   ,22656.85   ,1 ,
P1RLV254  ,1 ,0.42  ,8.39    ,1.70   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,20.96   ,4.26   ,57548.20   ,1 ,
P1RLV255  ,1 ,0.42  ,4.10    ,0.83   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.25   ,2.08   ,28139.84   ,1 ,
P1RLV256  ,1 ,0.42  ,5.44    ,1.10   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.60   ,2.76   ,37327.79   ,1 ,
P1RLV257  ,1 ,0.42  ,3.98    ,0.81   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.94    ,2.02   ,27300.23   ,1 ,
P1RLV258  ,1 ,0.42  ,4.20    ,0.85   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.50   ,2.13   ,28831.54   ,1 ,
P1RLV259  ,1 ,0.42  ,3.03    ,0.62   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.58    ,1.54   ,20809.55   ,1 ,
P1RLV260  ,1 ,0.42  ,4.03    ,0.82   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.07   ,2.04   ,27633.33   ,1 ,
P1RLV261  ,1 ,0.42  ,4.84    ,0.98   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.11   ,2.46   ,33231.74   ,1 ,
P1RLV262  ,1 ,0.42  ,5.73    ,1.16   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.34   ,2.91   ,39355.11   ,1 ,
P1RLV263  ,1 ,0.42  ,4.87    ,0.99   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.19   ,2.47   ,33454.59   ,1 ,
P1RLV264  ,1 ,0.42  ,4.54    ,0.92   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.35   ,2.30   ,31159.60   ,1 ,
P1RLV265  ,1 ,0.42  ,5.80    ,1.18   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.51   ,2.95   ,39831.73   ,1 ,
P1RLV266  ,1 ,0.42  ,3.14    ,0.64   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.85    ,1.59   ,21552.67   ,1 ,
P1RLV267  ,1 ,0.42  ,4.40    ,0.89   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.00   ,2.23   ,30200.30   ,1 ,
P1RLV268  ,1 ,0.42  ,3.53    ,0.72   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.84    ,1.79   ,24261.03   ,1 ,
P1RLV269  ,1 ,0.42  ,3.32    ,0.67   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.30    ,1.68   ,22772.32   ,1 ,
P1RLV270  ,1 ,0.42  ,3.41    ,0.69   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.52    ,1.73   ,23381.47   ,1 ,
P1RLV271  ,1 ,0.42  ,3.38    ,0.69   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.44    ,1.71   ,23181.74   ,1 ,
P1RLV272  ,1 ,0.42  ,3.12    ,0.63   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.81    ,1.59   ,21445.96   ,1 ,
P1RLV273  ,1 ,0.42  ,4.17    ,0.85   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.43   ,2.12   ,28645.70   ,1 ,
P1RLV274  ,1 ,0.42  ,3.47    ,0.70   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.67    ,1.76   ,23803.45   ,1 ,
P1RLV275  ,1 ,0.42  ,8.39    ,1.70   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,20.97   ,4.26   ,57555.95   ,1 ,
P1RLV276  ,1 ,0.42  ,4.44    ,0.90   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.09   ,2.25   ,30439.93   ,1 ,
P1RLV277  ,1 ,0.42  ,2.78    ,0.56   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.95    ,1.41   ,19074.41   ,1 ,
P1RLV278  ,1 ,0.42  ,3.46    ,0.70   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.64    ,1.75   ,23725.82   ,1 ,
P1RLV279  ,1 ,0.42  ,3.20    ,0.65   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.00    ,1.63   ,21971.69   ,1 ,
P1RLV280  ,1 ,0.42  ,5.18    ,1.05   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.94   ,2.63   ,35523.77   ,1 ,
P1RLV281  ,1 ,0.42  ,5.99    ,1.22   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.98   ,3.04   ,41133.78   ,1 ,
P1RLV282  ,1 ,0.42  ,6.34    ,1.29   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,15.85   ,3.22   ,43504.59   ,1 ,
P1RLV283  ,1 ,0.42  ,4.36    ,0.89   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.90   ,2.21   ,29930.15   ,1 ,
P1RLV284  ,1 ,0.42  ,2.99    ,0.61   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.47    ,1.52   ,20503.88   ,1 ,
P1RLV285  ,1 ,0.42  ,2.94    ,0.60   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.34    ,1.49   ,20149.52   ,1 ,
P1RLV286  ,1 ,0.42  ,5.70    ,1.16   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.24   ,2.89   ,39099.81   ,1 ,
P1RLV287  ,1 ,0.42  ,3.80    ,0.77   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.50    ,1.93   ,26076.96   ,1 ,
P1RLV288  ,1 ,0.42  ,5.21    ,1.06   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.03   ,2.65   ,35767.72   ,1 ,
P1RLV289  ,1 ,0.42  ,3.97    ,0.81   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.92    ,2.01   ,27240.00   ,1 ,
P1RLV290  ,1 ,0.42  ,4.74    ,0.96   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.84   ,2.41   ,32517.93   ,1 ,
P1RLV291  ,1 ,0.42  ,3.77    ,0.77   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.42    ,1.91   ,25860.96   ,1 ,
P1RLV292  ,1 ,0.42  ,4.98    ,1.01   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.45   ,2.53   ,34179.64   ,1 ,
P1RLV293  ,1 ,0.42  ,3.95    ,0.80   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.89    ,2.01   ,27142.16   ,1 ,
P1RLV294  ,1 ,0.42  ,3.58    ,0.73   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.96    ,1.82   ,24597.08   ,1 ,
P1RLV295  ,1 ,0.42  ,3.20    ,0.65   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.00    ,1.62   ,21958.29   ,1 ,
P1RLV296  ,1 ,0.42  ,1.46    ,0.30   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.66    ,0.74   ,11426.74   ,1 ,
P1RLV297  ,1 ,0.42  ,3.31    ,0.67   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.26    ,1.68   ,22684.90   ,1 ,
P1RLV298  ,1 ,0.42  ,1.59    ,0.32   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.97    ,0.81   ,12229.27   ,1 ,
P1RLV299  ,1 ,0.42  ,9.06    ,1.84   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,22.66   ,4.60   ,62202.02   ,1 ,
P1RLV300  ,1 ,0.42  ,2.70    ,0.55   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.76    ,1.37   ,18592.34   ,1 ,
P1RLV301  ,1 ,0.42  ,5.29    ,1.07   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.23   ,2.69   ,36309.61   ,1 ,
P1RLV302  ,1 ,0.42  ,5.93    ,1.20   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.82   ,3.01   ,40693.70   ,1 ,
P1RLV303  ,1 ,0.42  ,4.49    ,0.91   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.22   ,2.28   ,30811.68   ,1 ,
P1RLV304  ,1 ,0.42  ,3.96    ,0.80   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.89    ,2.01   ,27159.27   ,1 ,
P1RLV305  ,1 ,0.42  ,2.49    ,0.51   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.23    ,1.26   ,17393.07   ,1 ,
P1RLV306  ,1 ,0.42  ,3.59    ,0.73   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.97    ,1.82   ,24623.85   ,1 ,
P1RLV307  ,1 ,0.42  ,3.21    ,0.65   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.02    ,1.63   ,22008.94   ,1 ,
P1RLV308  ,1 ,0.42  ,2.86    ,0.58   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.14    ,1.45   ,19605.73   ,1 ,
P1RLV308  ,1 ,0.42  ,4.05    ,0.82   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.12   ,2.06   ,27792.14   ,1 ,
P1RLV310  ,1 ,0.42  ,3.11    ,0.63   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.77    ,1.58   ,21343.16   ,1 ,
P1RLV311  ,1 ,0.42  ,6.56    ,1.33   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.39   ,3.33   ,44991.41   ,1 ,
P1RLV312  ,1 ,0.42  ,6.44    ,1.31   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,16.09   ,3.27   ,44169.98   ,1 ,
P1RLV313  ,1 ,0.42  ,17.70   ,3.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,44.25   ,8.98   ,131251.20  ,1 ,
P1RLV314  ,3 ,0.42  ,32.64   ,6.63   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,81.60   ,16.57  ,242048.30  ,1 ,
P1RLV315  ,1 ,0.42  ,5.37    ,1.09   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.42   ,2.73   ,39812.04   ,1 ,
P1RLV316  ,1 ,0.42  ,15.09   ,3.06   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,37.73   ,7.66   ,111910.50  ,1 ,
P1RLV317  ,3 ,0.42  ,49.78   ,10.11  ,RHS1_1247 ,RHS1_1247 -> RDT137  ,124.44  ,25.27  ,369133.80  ,1 ,
P1RLV318  ,3 ,0.42  ,50.00   ,10.15  ,RHS1_1247 ,RHS1_1247 -> RDT137  ,125.00  ,25.38  ,370808.20  ,1 ,
P1RLV319  ,1 ,0.42  ,2.95    ,0.60   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.37    ,1.50   ,20243.89   ,1 ,
P1RLV320  ,1 ,0.42  ,1.95    ,0.40   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,4.87    ,0.99   ,14326.17   ,1 ,
P1RLV321  ,1 ,0.42  ,2.76    ,0.56   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.91    ,1.40   ,18960.87   ,1 ,
P1RLV322  ,1 ,0.42  ,3.70    ,0.75   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.25    ,1.88   ,25389.12   ,1 ,
P1RLV323  ,1 ,0.42  ,1.43    ,0.29   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.58    ,0.73   ,10605.99   ,1 ,
P1RLV324  ,1 ,0.42  ,3.09    ,0.63   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.73    ,1.57   ,22923.03   ,1 ,
P1RLV325  ,1 ,0.42  ,4.71    ,0.96   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.78   ,2.39   ,32332.47   ,1 ,
P1RLV326  ,1 ,0.42  ,2.81    ,0.57   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.02    ,1.43   ,19268.38   ,1 ,
P1RLV327  ,1 ,0.42  ,2.92    ,0.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.31    ,1.48   ,20063.45   ,1 ,
P1RLV328  ,1 ,0.42  ,5.66    ,1.15   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.16   ,2.87   ,38864.10   ,1 ,
P1RLV329  ,1 ,0.42  ,3.42    ,0.69   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.56    ,1.74   ,23490.04   ,1 ,
P1RLV330  ,1 ,0.42  ,4.15    ,0.84   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.38   ,2.11   ,28489.75   ,1 ,
P1RLV331  ,1 ,0.42  ,2.88    ,0.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.20    ,1.46   ,19777.70   ,1 ,
P1RLV332  ,1 ,0.42  ,1.85    ,0.37   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,4.61    ,0.94   ,13743.13   ,1 ,
P1RLV333  ,1 ,0.42  ,3.76    ,0.76   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.39    ,1.91   ,25783.39   ,1 ,
P1RLV334  ,1 ,0.42  ,3.62    ,0.74   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.06    ,1.84   ,24860.33   ,1 ,
P1RLV335  ,1 ,0.42  ,2.40    ,0.49   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,6.01    ,1.22   ,16902.67   ,1 ,
P1RLV336  ,1 ,0.42  ,4.17    ,0.85   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.43   ,2.12   ,28642.31   ,1 ,
P1RLV337  ,1 ,0.42  ,3.86    ,0.78   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.65    ,1.96   ,26489.77   ,1 ,
